,state_id,Title,Total,Partial vaccinated,Fully Vaccinated,Date
412,6,Chandigarh,54240,45977,8263,2021-03-19 18:01:02
413,7,Chhattisgarh,1069004,812104,256900,2021-03-19 18:01:02
414,8,Dadra and Nagar Haveli,9663,6811,2852,2021-03-19 18:01:02
415,9,Delhi,806717,629052,177665,2021-03-19 18:01:02
416,10,Goa,78357,64554,13803,2021-03-19 18:01:02
417,11,Gujarat,2702022,2099219,602803,2021-03-19 18:01:02
418,12,Haryana,755160,627690,127470,2021-03-19 18:01:02
419,13,Himachal Pradesh,284064,206740,77324,2021-03-19 18:01:02
420,14,Jammu and Kashmir,483075,381921,101154,2021-03-19 18:01:02
421,15,Jharkhand,635325,437302,198023,2021-03-19 18:01:02
422,16,Karnataka,2002854,1618797,384057,2021-03-19 18:01:02
423,17,Kerala,1979417,1636524,342893,2021-03-19 18:01:02
424,18,Ladakh,39488,34739,4749,2021-03-19 18:01:02
425,19,Lakshadweep,3752,2399,1353,2021-03-19 18:01:02
426,20,Madhya Pradesh,1687525,1254183,433342,2021-03-19 18:01:02
427,21,Maharashtra,3680896,3125024,555872,2021-03-19 18:01:02
428,22,Manipur,77719,59886,17833,2021-03-19 18:01:02
429,23,Meghalaya,72152,51917,20235,2021-03-19 18:01:02
430,24,Mizoram,52424,40580,11844,2021-03-19 18:01:02
431,25,Nagaland,47302,32864,14438,2021-03-19 18:01:02
432,26,Odisha,1257840,940957,316883,2021-03-19 18:01:02
433,27,Puducherry,37441,32217,5224,2021-03-19 18:01:02
434,28,Punjab,453844,372213,81631,2021-03-19 18:01:02
435,29,Rajasthan,3364253,2743813,620440,2021-03-19 18:01:02
436,30,Sikkim,51105,41591,9514,2021-03-19 18:01:02
437,31,Tamil Nadu,1647268,1474581,172687,2021-03-19 18:01:02
438,32,Telangana,690649,472409,218240,2021-03-19 18:01:02
439,33,Tripura,223713,159616,64097,2021-03-19 18:01:02
440,34,Uttar Pradesh,3444547,2562662,881885,2021-03-19 18:01:02
441,35,Uttarakhand,421910,311377,110533,2021-03-19 18:01:02
442,36,West Bengal,3114684,2640012,474672,2021-03-19 18:01:02
443,37,Daman and Diu,9452,7896,1556,2021-03-19 18:01:02
444,1,Andaman and Nicobar Islands,14420,10841,3579,2021-03-20 18:01:17
445,2,Andhra Pradesh,1403674,1104716,298958,2021-03-20 18:01:17
446,3,Arunachal Pradesh,57868,41804,16064,2021-03-20 18:01:17
447,4,Assam,577869,469242,108627,2021-03-20 18:01:17
448,5,Bihar,1527253,1162335,364918,2021-03-20 18:01:17
449,6,Chandigarh,56180,47521,8659,2021-03-20 18:01:17
450,7,Chhattisgarh,1145145,878529,266616,2021-03-20 18:01:17
451,8,Dadra and Nagar Haveli,10130,7128,3002,2021-03-20 18:01:17
452,9,Delhi,853987,661558,192429,2021-03-20 18:01:17
453,10,Goa,81531,67247,14284,2021-03-20 18:01:17
454,11,Gujarat,2918623,2305962,612661,2021-03-20 18:01:17
455,12,Haryana,781362,652493,128869,2021-03-20 18:01:17
456,13,Himachal Pradesh,296853,217475,79378,2021-03-20 18:01:17
457,14,Jammu and Kashmir,495788,390202,105586,2021-03-20 18:01:17
458,15,Jharkhand,670747,465557,205190,2021-03-20 18:01:17
459,16,Karnataka,2196104,1800738,395366,2021-03-20 18:01:17
460,17,Kerala,2097270,1745757,351513,2021-03-20 18:01:17
461,18,Ladakh,40212,35014,5198,2021-03-20 18:01:17
462,19,Lakshadweep,3893,2459,1434,2021-03-20 18:01:17
463,20,Madhya Pradesh,1910900,1455446,455454,2021-03-20 18:01:17
464,21,Maharashtra,3882918,3296052,586866,2021-03-20 18:01:17
465,22,Manipur,80044,60500,19544,2021-03-20 18:01:17
466,23,Meghalaya,74089,52697,21392,2021-03-20 18:01:17
467,24,Mizoram,53048,41019,12029,2021-03-20 18:01:17
468,25,Nagaland,47876,33090,14786,2021-03-20 18:01:17
469,26,Odisha,1339418,1017724,321694,2021-03-20 18:01:17
470,27,Puducherry,40895,35215,5680,2021-03-20 18:01:17
471,28,Punjab,491082,406919,84163,2021-03-20 18:01:17
472,29,Rajasthan,3605058,2972737,632321,2021-03-20 18:01:17
473,30,Sikkim,52879,43023,9856,2021-03-20 18:01:17
474,31,Tamil Nadu,1757593,1574918,182675,2021-03-20 18:01:17
475,32,Telangana,722631,503150,219481,2021-03-20 18:01:17
476,33,Tripura,247925,182567,65358,2021-03-20 18:01:17
477,34,Uttar Pradesh,3586080,2695089,890991,2021-03-20 18:01:17
478,35,Uttarakhand,439697,326606,113091,2021-03-20 18:01:17
479,36,West Bengal,3300451,2806599,493852,2021-03-20 18:01:17
480,37,Daman and Diu,9852,8245,1607,2021-03-20 18:01:17
481,1,Andaman and Nicobar Islands,14481,10882,3599,2021-03-21 18:01:44
482,2,Andhra Pradesh,1413143,1112849,300294,2021-03-21 18:01:44
483,3,Arunachal Pradesh,58108,42024,16084,2021-03-21 18:01:44
484,4,Assam,581927,472604,109323,2021-03-21 18:01:44
485,5,Bihar,1551642,1185439,366203,2021-03-21 18:01:44
486,6,Chandigarh,56345,47681,8664,2021-03-21 18:01:44
487,7,Chhattisgarh,1152698,885295,267403,2021-03-21 18:01:44
488,8,Dadra and Nagar Haveli,10152,7146,3006,2021-03-21 18:01:44
489,9,Delhi,855616,662923,192693,2021-03-21 18:01:44
490,10,Goa,81619,67326,14293,2021-03-21 18:01:44
491,11,Gujarat,3134564,2519042,615522,2021-03-21 18:01:44
492,12,Haryana,789590,660535,129055,2021-03-21 18:01:44
493,13,Himachal Pradesh,299350,219820,79530,2021-03-21 18:01:44
494,14,Jammu and Kashmir,497825,391403,106422,2021-03-21 18:01:44
495,15,Jharkhand,860727,651439,209288,2021-03-21 18:01:44
496,16,Karnataka,2233746,1837037,396709,2021-03-21 18:01:44
497,17,Kerala,2106405,1753913,352492,2021-03-21 18:01:44
498,18,Ladakh,40427,35215,5212,2021-03-21 18:01:44
499,19,Lakshadweep,3896,2461,1435,2021-03-21 18:01:44
500,20,Madhya Pradesh,2036973,1578019,458954,2021-03-21 18:01:44
501,21,Maharashtra,3932253,3341003,591250,2021-03-21 18:01:44
502,22,Manipur,80423,60633,19790,2021-03-21 18:01:44
503,23,Meghalaya,74133,52726,21407,2021-03-21 18:01:44
504,24,Mizoram,53053,41021,12032,2021-03-21 18:01:44
505,25,Nagaland,48173,33370,14803,2021-03-21 18:01:44
506,26,Odisha,1365618,1042813,322805,2021-03-21 18:01:44
507,27,Puducherry,41010,35321,5689,2021-03-21 18:01:44
508,28,Punjab,502366,417750,84616,2021-03-21 18:01:44
509,29,Rajasthan,3670103,3036689,633414,2021-03-21 18:01:44
510,30,Sikkim,53250,43393,9857,2021-03-21 18:01:44
511,31,Tamil Nadu,1800483,1614544,185939,2021-03-21 18:01:44
512,32,Telangana,726460,506903,219557,2021-03-21 18:01:44
513,33,Tripura,257408,191946,65462,2021-03-21 18:01:44
514,34,Uttar Pradesh,3609958,2717635,892323,2021-03-21 18:01:44
515,35,Uttarakhand,443613,330323,113290,2021-03-21 18:01:44
516,36,West Bengal,3334886,2838337,496549,2021-03-21 18:01:44
517,37,Daman and Diu,9877,8264,1613,2021-03-21 18:01:44
518,1,Andaman and Nicobar Islands,15075,11328,3747,2021-03-22 18:01:31
519,2,Andhra Pradesh,1522887,1214160,308727,2021-03-22 18:01:31
520,3,Arunachal Pradesh,61048,44184,16864,2021-03-22 18:01:31
521,4,Assam,608102,491914,116188,2021-03-22 18:01:31
522,5,Bihar,1614145,1242635,371510,2021-03-22 18:01:31
523,6,Chandigarh,58261,49103,9158,2021-03-22 18:01:31
524,7,Chhattisgarh,1205861,930558,275303,2021-03-22 18:01:31
525,8,Dadra and Nagar Haveli,10395,7323,3072,2021-03-22 18:01:31
526,9,Delhi,897181,690820,206361,2021-03-22 18:01:31
527,10,Goa,84840,70034,14806,2021-03-22 18:01:31
528,11,Gujarat,3315525,2693447,622078,2021-03-22 18:01:31
529,12,Haryana,910097,776371,133726,2021-03-22 18:01:31
530,13,Himachal Pradesh,307609,226808,80801,2021-03-22 18:01:31
531,14,Jammu and Kashmir,525537,409847,115690,2021-03-22 18:01:31
532,15,Jharkhand,936110,720509,215601,2021-03-22 18:01:31
533,16,Karnataka,2413098,2007379,405719,2021-03-22 18:01:31
534,17,Kerala,2233463,1873882,359581,2021-03-22 18:01:31
535,18,Ladakh,41218,35519,5699,2021-03-22 18:01:31
536,19,Lakshadweep,3998,2534,1464,2021-03-22 18:01:31
537,20,Madhya Pradesh,2219727,1748365,471362,2021-03-22 18:01:31
538,21,Maharashtra,4151888,3532476,619412,2021-03-22 18:01:31
539,22,Manipur,82875,61168,21707,2021-03-22 18:01:31
540,23,Meghalaya,77592,54131,23461,2021-03-22 18:01:31
541,24,Mizoram,53531,41201,12330,2021-03-22 18:01:31
542,25,Nagaland,52033,35091,16942,2021-03-22 18:01:31
543,26,Odisha,1421576,1094990,326586,2021-03-22 18:01:31
544,27,Puducherry,43932,38033,5899,2021-03-22 18:01:31
545,28,Punjab,535964,448078,87886,2021-03-22 18:01:31
546,29,Rajasthan,3806040,3167011,639029,2021-03-22 18:01:31
547,30,Sikkim,55330,44367,10963,2021-03-22 18:01:31
548,31,Tamil Nadu,1887435,1693725,193710,2021-03-22 18:01:31
549,32,Telangana,761240,540481,220759,2021-03-22 18:01:31
550,33,Tripura,287844,220346,67498,2021-03-22 18:01:31
551,34,Uttar Pradesh,3909554,2960309,949245,2021-03-22 18:01:31
552,35,Uttarakhand,470206,354102,116104,2021-03-22 18:01:31
553,36,West Bengal,3559283,3036693,522590,2021-03-22 18:01:31
554,37,Daman and Diu,10497,8864,1633,2021-03-22 18:01:31
555,1,Andaman and Nicobar Islands,16082,11991,4091,2021-03-23 18:00:59
556,2,Andhra Pradesh,1642442,1322512,319930,2021-03-23 18:00:59
557,3,Arunachal Pradesh,63223,45746,17477,2021-03-23 18:00:59
558,4,Assam,674325,549807,124518,2021-03-23 18:00:59
559,5,Bihar,1721034,1340676,380358,2021-03-23 18:00:59
560,6,Chandigarh,59836,50233,9603,2021-03-23 18:00:59
561,7,Chhattisgarh,1246126,963255,282871,2021-03-23 18:00:59
562,8,Dadra and Nagar Haveli,10709,7523,3186,2021-03-23 18:00:59
563,9,Delhi,938108,719717,218391,2021-03-23 18:00:59
564,10,Goa,88026,72872,15154,2021-03-23 18:00:59
565,11,Gujarat,3543731,2915235,628496,2021-03-23 18:00:59
566,12,Haryana,995554,859632,135922,2021-03-23 18:00:59
567,13,Himachal Pradesh,329407,246784,82623,2021-03-23 18:00:59
568,14,Jammu and Kashmir,549537,427584,121953,2021-03-23 18:00:59
569,15,Jharkhand,1012703,790152,222551,2021-03-23 18:00:59
570,16,Karnataka,2548123,2134476,413647,2021-03-23 18:00:59
571,17,Kerala,2380273,2009125,371148,2021-03-23 18:00:59
572,18,Ladakh,41832,35844,5988,2021-03-23 18:00:59
573,19,Lakshadweep,4121,2602,1519,2021-03-23 18:00:59
574,20,Madhya Pradesh,2263295,1790089,473206,2021-03-23 18:00:59
575,21,Maharashtra,4367732,3724541,643191,2021-03-23 18:00:59
576,22,Manipur,85365,62070,23295,2021-03-23 18:00:59
577,23,Meghalaya,81746,55973,25773,2021-03-23 18:00:59
578,24,Mizoram,54290,41602,12688,2021-03-23 18:00:59
579,25,Nagaland,55553,37452,18101,2021-03-23 18:00:59
580,26,Odisha,1504958,1172448,332510,2021-03-23 18:00:59
581,27,Puducherry,47009,40882,6127,2021-03-23 18:00:59
582,28,Punjab,569356,478590,90766,2021-03-23 18:00:59
583,29,Rajasthan,4023016,3379181,643835,2021-03-23 18:00:59
584,30,Sikkim,57684,45998,11686,2021-03-23 18:00:59
585,31,Tamil Nadu,1997412,1794202,203210,2021-03-23 18:00:59
586,32,Telangana,795787,573012,222775,2021-03-23 18:00:59
587,33,Tripura,330480,261206,69274,2021-03-23 18:00:59
588,34,Uttar Pradesh,4075287,3109134,966153,2021-03-23 18:00:59
589,35,Uttarakhand,498590,380104,118486,2021-03-23 18:00:59
590,36,West Bengal,3777196,3224196,553000,2021-03-23 18:00:59
591,37,Daman and Diu,10979,9320,1659,2021-03-23 18:00:59
592,1,Andaman and Nicobar Islands,16637,12204,4433,2021-03-24 18:02:07
593,2,Andhra Pradesh,1761046,1429904,331142,2021-03-24 18:02:07
594,3,Arunachal Pradesh,63447,45953,17494,2021-03-24 18:02:07
595,4,Assam,769643,641033,128610,2021-03-24 18:02:07
596,5,Bihar,1826355,1438983,387372,2021-03-24 18:02:07
597,6,Chandigarh,61377,51418,9959,2021-03-24 18:02:07
598,7,Chhattisgarh,1289047,1000182,288865,2021-03-24 18:02:07
599,8,Dadra and Nagar Haveli,10938,7707,3231,2021-03-24 18:02:07
600,9,Delhi,965337,739379,225958,2021-03-24 18:02:07
601,10,Goa,91234,75464,15770,2021-03-24 18:02:07
602,11,Gujarat,3734251,3100668,633583,2021-03-24 18:02:07
603,12,Haryana,1018461,881243,137218,2021-03-24 18:02:07
604,13,Himachal Pradesh,342418,258744,83674,2021-03-24 18:02:07
605,14,Jammu and Kashmir,551679,428986,122693,2021-03-24 18:02:07
606,15,Jharkhand,1174600,946887,227713,2021-03-24 18:02:07
607,16,Karnataka,2727713,2305295,422418,2021-03-24 18:02:07
608,17,Kerala,2447424,2070843,376581,2021-03-24 18:02:07
609,18,Ladakh,42217,36133,6084,2021-03-24 18:02:07
610,19,Lakshadweep,4211,2661,1550,2021-03-24 18:02:07
611,20,Madhya Pradesh,2510931,2027391,483540,2021-03-24 18:02:07
612,21,Maharashtra,4615332,3952107,663225,2021-03-24 18:02:07
613,22,Manipur,87860,62795,25065,2021-03-24 18:02:07
614,23,Meghalaya,84439,57414,27025,2021-03-24 18:02:07
615,24,Mizoram,54511,41718,12793,2021-03-24 18:02:07
616,25,Nagaland,57685,38647,19038,2021-03-24 18:02:07
617,26,Odisha,1564690,1229006,335684,2021-03-24 18:02:07
618,27,Puducherry,51628,45391,6237,2021-03-24 18:02:07
619,28,Punjab,601359,508386,92973,2021-03-24 18:02:07
620,29,Rajasthan,4232791,3584881,647910,2021-03-24 18:02:07
621,30,Sikkim,60152,48170,11982,2021-03-24 18:02:07
622,31,Tamil Nadu,2093082,1884011,209071,2021-03-24 18:02:07
623,32,Telangana,830475,606883,223592,2021-03-24 18:02:07
624,33,Tripura,388510,318146,70364,2021-03-24 18:02:07
625,34,Uttar Pradesh,4187991,3216860,971131,2021-03-24 18:02:07
626,35,Uttarakhand,516981,397031,119950,2021-03-24 18:02:07
627,36,West Bengal,3920879,3346878,574001,2021-03-24 18:02:07
628,37,Daman and Diu,11444,9760,1684,2021-03-24 18:02:07
629,1,Andaman and Nicobar Islands,17229,12576,4653,2021-03-25 18:00:44
630,2,Andhra Pradesh,1898860,1553433,345427,2021-03-25 18:00:44
631,3,Arunachal Pradesh,66252,48059,18193,2021-03-25 18:00:44
632,4,Assam,856111,720483,135628,2021-03-25 18:00:44
633,5,Bihar,1951852,1558112,393740,2021-03-25 18:00:44
634,6,Chandigarh,63150,52851,10299,2021-03-25 18:00:44
635,7,Chhattisgarh,1345747,1051023,294724,2021-03-25 18:00:44
636,8,Dadra and Nagar Haveli,11327,8008,3319,2021-03-25 18:00:44
637,9,Delhi,1005009,770993,234016,2021-03-25 18:00:44
638,10,Goa,94180,77908,16272,2021-03-25 18:00:44
639,11,Gujarat,3962656,3324757,637899,2021-03-25 18:00:44
640,12,Haryana,1068509,928653,139856,2021-03-25 18:00:44
641,13,Himachal Pradesh,368693,284141,84552,2021-03-25 18:00:44
642,14,Jammu and Kashmir,584616,455317,129299,2021-03-25 18:00:44
643,15,Jharkhand,1240550,1008754,231796,2021-03-25 18:00:44
644,16,Karnataka,2825002,2397848,427154,2021-03-25 18:00:44
645,17,Kerala,2600312,2217754,382558,2021-03-25 18:00:44
646,18,Ladakh,42407,36215,6192,2021-03-25 18:00:44
647,19,Lakshadweep,4255,2674,1581,2021-03-25 18:00:44
648,20,Madhya Pradesh,2662264,2172167,490097,2021-03-25 18:00:44
649,21,Maharashtra,4826716,4148235,678481,2021-03-25 18:00:44
650,22,Manipur,89855,63351,26504,2021-03-25 18:00:44
651,23,Meghalaya,88435,59516,28919,2021-03-25 18:00:44
652,24,Mizoram,55331,42387,12944,2021-03-25 18:00:44
653,25,Nagaland,59757,39901,19856,2021-03-25 18:00:44
654,26,Odisha,1632419,1292146,340273,2021-03-25 18:00:44
655,27,Puducherry,54348,47992,6356,2021-03-25 18:00:44
656,28,Punjab,637943,542286,95657,2021-03-25 18:00:44
657,29,Rajasthan,4347787,3696337,651450,2021-03-25 18:00:44
658,30,Sikkim,61838,49733,12105,2021-03-25 18:00:44
659,31,Tamil Nadu,2195297,1979991,215306,2021-03-25 18:00:44
660,32,Telangana,869706,643740,225966,2021-03-25 18:00:44
661,33,Tripura,454421,382811,71610,2021-03-25 18:00:44
662,34,Uttar Pradesh,4447400,3452743,994657,2021-03-25 18:00:44
663,35,Uttarakhand,543851,422343,121508,2021-03-25 18:00:44
664,36,West Bengal,4065473,3469231,596242,2021-03-25 18:00:44
665,37,Daman and Diu,11620,9900,1720,2021-03-25 18:00:44
666,1,Andaman and Nicobar Islands,17693,12850,4843,2021-03-26 18:01:09
667,2,Andhra Pradesh,2010321,1651981,358340,2021-03-26 18:01:09
668,3,Arunachal Pradesh,69402,50431,18971,2021-03-26 18:01:09
669,4,Assam,912090,771800,140290,2021-03-26 18:01:09
670,5,Bihar,2070173,1670785,399388,2021-03-26 18:01:09
671,6,Chandigarh,64874,54164,10710,2021-03-26 18:01:09
672,7,Chhattisgarh,1405475,1106455,299020,2021-03-26 18:01:09
673,8,Dadra and Nagar Haveli,11703,8313,3390,2021-03-26 18:01:09
674,9,Delhi,1027800,789065,238735,2021-03-26 18:01:09
675,10,Goa,97296,80349,16947,2021-03-26 18:01:09
676,11,Gujarat,4207205,3564707,642498,2021-03-26 18:01:09
677,12,Haryana,1120332,978230,142102,2021-03-26 18:01:09
678,13,Himachal Pradesh,399716,313780,85936,2021-03-26 18:01:09
679,14,Jammu and Kashmir,611147,477708,133439,2021-03-26 18:01:09
680,15,Jharkhand,1279313,1044396,234917,2021-03-26 18:01:09
681,16,Karnataka,2985069,2550323,434746,2021-03-26 18:01:09
682,17,Kerala,2738046,2350783,387263,2021-03-26 18:01:09
683,18,Ladakh,42617,36298,6319,2021-03-26 18:01:09
684,19,Lakshadweep,4383,2778,1605,2021-03-26 18:01:09
685,20,Madhya Pradesh,2674732,2184219,490513,2021-03-26 18:01:09
686,21,Maharashtra,5081844,4383738,698106,2021-03-26 18:01:09
687,22,Manipur,92331,63986,28345,2021-03-26 18:01:09
688,23,Meghalaya,90713,60890,29823,2021-03-26 18:01:09
689,24,Mizoram,56262,42980,13282,2021-03-26 18:01:09
690,25,Nagaland,60313,40316,19997,2021-03-26 18:01:09
691,26,Odisha,1699331,1355484,343847,2021-03-26 18:01:09
692,27,Puducherry,57138,50614,6524,2021-03-26 18:01:09
693,28,Punjab,674041,576502,97539,2021-03-26 18:01:09
694,29,Rajasthan,4518742,3862719,656023,2021-03-26 18:01:09
695,30,Sikkim,63870,51639,12231,2021-03-26 18:01:09
696,31,Tamil Nadu,2296923,2074637,222286,2021-03-26 18:01:09
697,32,Telangana,909653,680961,228692,2021-03-26 18:01:09
698,33,Tripura,521326,448709,72617,2021-03-26 18:01:09
699,34,Uttar Pradesh,4666249,3663699,1002550,2021-03-26 18:01:09
700,35,Uttarakhand,571972,449106,122866,2021-03-26 18:01:09
701,36,West Bengal,4353226,3735357,617869,2021-03-26 18:01:09
702,37,Daman and Diu,12235,10404,1831,2021-03-26 18:01:09
703,1,Andaman and Nicobar Islands,18248,13198,5050,2021-03-27 18:01:20
704,2,Andhra Pradesh,2129580,1758233,371347,2021-03-27 18:01:20
705,3,Arunachal Pradesh,71572,52455,19117,2021-03-27 18:01:20
706,4,Assam,935497,793702,141795,2021-03-27 18:01:20
707,5,Bihar,2184814,1781028,403786,2021-03-27 18:01:20
708,6,Chandigarh,66447,55473,10974,2021-03-27 18:01:20
709,7,Chhattisgarh,1515104,1212141,302963,2021-03-27 18:01:20
710,8,Dadra and Nagar Haveli,12029,8581,3448,2021-03-27 18:01:20
711,9,Delhi,1067131,823937,243194,2021-03-27 18:01:20
712,10,Goa,99913,82822,17091,2021-03-27 18:01:20
713,11,Gujarat,4464842,3818969,645873,2021-03-27 18:01:20
714,12,Haryana,1144483,1001495,142988,2021-03-27 18:01:20
715,13,Himachal Pradesh,413609,327232,86377,2021-03-27 18:01:20
716,14,Jammu and Kashmir,635632,498870,136762,2021-03-27 18:01:20
717,15,Jharkhand,1371562,1133808,237754,2021-03-27 18:01:20
718,16,Karnataka,3111258,2670967,440291,2021-03-27 18:01:20
719,17,Kerala,2853037,2461902,391135,2021-03-27 18:01:20
720,18,Ladakh,42750,36414,6336,2021-03-27 18:01:20
721,19,Lakshadweep,4580,2958,1622,2021-03-27 18:01:20
722,20,Madhya Pradesh,2778635,2283611,495024,2021-03-27 18:01:20
723,21,Maharashtra,5311270,4599655,711615,2021-03-27 18:01:20
724,22,Manipur,94323,64682,29641,2021-03-27 18:01:20
725,23,Meghalaya,91536,61597,29939,2021-03-27 18:01:20
726,24,Mizoram,56550,43203,13347,2021-03-27 18:01:20
727,25,Nagaland,60525,40436,20089,2021-03-27 18:01:20
728,26,Odisha,1767089,1420555,346534,2021-03-27 18:01:20
729,27,Puducherry,59390,52762,6628,2021-03-27 18:01:20
730,28,Punjab,717043,617606,99437,2021-03-27 18:01:20
731,29,Rajasthan,4716814,4057602,659212,2021-03-27 18:01:20
732,30,Sikkim,64269,52035,12234,2021-03-27 18:01:20
733,31,Tamil Nadu,2397388,2169358,228030,2021-03-27 18:01:20
734,32,Telangana,945935,715923,230012,2021-03-27 18:01:20
735,33,Tripura,545655,472692,72963,2021-03-27 18:01:20
736,34,Uttar Pradesh,4749047,3743585,1005462,2021-03-27 18:01:20
737,35,Uttarakhand,585593,462138,123455,2021-03-27 18:01:20
738,36,West Bengal,4560874,3931429,629445,2021-03-27 18:01:20
739,37,Daman and Diu,12492,10637,1855,2021-03-27 18:01:20
740,1,Andaman and Nicobar Islands,18248,13198,5050,2021-03-28 18:01:15
741,2,Andhra Pradesh,2145969,1773016,372953,2021-03-28 18:01:15
742,3,Arunachal Pradesh,71572,52455,19117,2021-03-28 18:01:15
743,4,Assam,936388,794570,141818,2021-03-28 18:01:15
744,5,Bihar,2207605,1803599,404006,2021-03-28 18:01:15
745,6,Chandigarh,66550,55571,10979,2021-03-28 18:01:15
746,7,Chhattisgarh,1555061,1251620,303441,2021-03-28 18:01:15
747,8,Dadra and Nagar Haveli,12041,8593,3448,2021-03-28 18:01:15
748,9,Delhi,1069734,826381,243353,2021-03-28 18:01:15
749,10,Goa,99913,82822,17091,2021-03-28 18:01:15
750,11,Gujarat,4556786,3910276,646510,2021-03-28 18:01:15
751,12,Haryana,1147285,1004252,143033,2021-03-28 18:01:15
752,13,Himachal Pradesh,423819,337367,86452,2021-03-28 18:01:15
753,14,Jammu and Kashmir,636601,499794,136807,2021-03-28 18:01:15
754,15,Jharkhand,1409576,1171636,237940,2021-03-28 18:01:15
755,16,Karnataka,3130304,2689578,440726,2021-03-28 18:01:15
756,17,Kerala,2864604,2473371,391233,2021-03-28 18:01:15
757,18,Ladakh,42750,36414,6336,2021-03-28 18:01:15
758,19,Lakshadweep,4580,2958,1622,2021-03-28 18:01:15
759,20,Madhya Pradesh,2784392,2289295,495097,2021-03-28 18:01:15
760,21,Maharashtra,5336333,4624153,712180,2021-03-28 18:01:15
761,22,Manipur,94524,64787,29737,2021-03-28 18:01:15
762,23,Meghalaya,91663,61724,29939,2021-03-28 18:01:15
763,24,Mizoram,56550,43203,13347,2021-03-28 18:01:15
764,25,Nagaland,60553,40462,20091,2021-03-28 18:01:15
765,26,Odisha,1771927,1425365,346562,2021-03-28 18:01:15
766,27,Puducherry,59390,52762,6628,2021-03-28 18:01:15
